project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,parking,developers
JK IRIS,10000000,482,2,2,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,Semi-Furnished,Apartment,0,24,8,Resale,Under Construction,,JK Developers
Unkown,21000000,839,2,2,Choithram Gidwani Road,Mumbai,19.0460643734233,72.9004662751116,Semi-Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,19500000,662,2,2,Choithram Gidwani Road,Mumbai,19.0460643734233,72.9004662751116,Semi-Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,3220000,620,2,2,Shahaji Raje Marg,Mumbai,19.108454,72.848601,Unfurnished,Apartment,0,0,4,Resale,,,Unknown
Unkown,26000000,596,,1,Chembur,Mumbai,19.0459181155422,72.8975231581492,Unfurnished,Commercial Office Space,0,0,10,Resale,Ready to Move,1 Covered,Unknown
Unkown,7900000,,1,1,Gulmohar Road,Mumbai,19.10894024,72.83692149,Furnished,Apartment,0,0,1,Resale,,,Unknown
Unkown,55000000,,2,2,Cusrow Baug Colony,Mumbai,18.9207776348599,72.8289544779967,Unfurnished,Apartment,0,0,0,Resale,,,Unknown
Vardhman Empire,22438500,,2,2,Dominic Colony,Mumbai,19.1958952035828,72.8408148649044,Unfurnished,Apartment,0,0,1,Resale,Ready to Move,,Vardhman Group
Unkown,13500000,,1,1,Koldongri Andheri East,Mumbai,19.1120237317343,72.850866925174,Unfurnished,Apartment,0,0,0,Resale,,,Unknown
Unkown,6500000,,2,1,Nalasopara West,Mumbai,19.4129235749963,72.7885889890948,Furnished,Apartment,0,0,4,Resale,Ready to Move,1 Open,Unknown
Unkown,9500088,330,1,2,,Mumbai,,,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Oberoi Maxima,78000000,1381,3,2,Andheri East,Mumbai,19.1154908,72.8726952,Furnished,Apartment,0,5,10,Resale,Ready to Move,,Oberoi Realty Ltd.
Unkown,3110000,415,1,1,PL Lokhande Marg,Mumbai,19.0616543969289,72.9067784016372,Unfurnished,Apartment,0,0,0,Resale,,,Unknown
Unkown,5200000,120,,,Mandvi,Mumbai,18.95566,72.8374,Unfurnished,Commercial Shop,0,0,2,Resale,Ready to Move,,Unknown
Gaurav Garden,12000000,583,2,2,Kandivali West,Mumbai,19.2101312179652,72.8305011930765,Unfurnished,Apartment,0,3,9,Resale,Ready to Move,,Ravi Group
Sion East,13000000,324,1,1,Sion,Mumbai,19.0446433751251,72.8709840746083,Unfurnished,Apartment,0,29,8,Resale,Ready to Move,,Unknown
Swaroop Residency,11000000,522,1,2,Ghatkopar East,Mumbai,19.07907,72.907976,Unfurnished,Apartment,0,17,9,Resale,Ready to Move,,Swaroop Residency
Paschim Apartments,36500000,587,2,2,Prabhadevi,Mumbai,19.0158585103406,72.8295254470428,Furnished,Apartment,0,9,6,Resale,Ready to Move,,Shree Yogeshwar Builders And Developers
Bella Donna,4200000,288,1,1,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,Unfurnished,Apartment,0,2,8,Resale,Ready to Move,,Unknown
Rashmi Hetal Phase II,4500000,342,1,1,Mira Road Area,Mumbai,19.2829267647424,72.8627883689306,Semi-Furnished,Apartment,0,16,8,Resale,Ready to Move,,Rashmi Housing
Dheeraj Darshan,11000000,432,1,2,Andheri East,Mumbai,19.1154908,72.8726952,Semi-Furnished,Apartment,0,10,10,Resale,Ready to Move,,HDIL
Shamshad Mariam Park Complex,2500000,324,1,1,Palghar Naigaon West,Mumbai,19.3476588,72.8302734,Semi-Furnished,Apartment,0,0,1,Resale,Ready to Move,,Unknown
